"","customerid","urban","frequency","menu","partysize","monthlybasepayment","tenure","monthlyaddons","rating","churn","churn_prediction","addons_prediction"
"2664","cid0002664",0,"once-a-month","convenience",4,39.990002,53,0,2,0,0.0137875604753607,7.81699880662611
"2665","cid0002665",0,"twice-a-week","convenience",5,222.99001,3,30,3,0,0.289740798770897,16.4474066353973
"2666","cid0002666",0,"twice-a-week","healthy",3,224.99001,7,4,3,0,0.112981110443489,13.7168993152776
"2667","cid0002667",0,"once-a-month","convenience",3,33.990002,12,0,1,0,0.407796229208895,0.567824006611253
"2668","cid0002668",1,"once-a-month","convenience",4,39.990002,2,0,2,0,0.17236776432095,9.55786482419563
"2669","cid0002669",0,"once-a-month","convenience",3,33.990002,1,51,3,1,0.144887126146879,14.4306961747709
"2670","cid0002670",1,"once-a-month","convenience",3,33.990002,9,0,1,0,0.250972460174336,1.63442958639405
"2671","cid0002671",0,"once-a-month","convenience",4,39.990002,26,58,4,0,0.0148255960572517,21.904624454048
"2672","cid0002672",0,"twice-a-week","healthy",4,259.98999,3,8,5,0,0.0366966000723271,28.4523703513009
"2673","cid0002673",1,"twice-a-week","convenience",5,222.99001,1,41,3,0,0.136450311691334,17.4999651227262
"2674","cid0002674",0,"once-a-month","ethnic",4,47.990002,3,0,4,1,0.168429951744899,22.2400758069127
"2675","cid0002675",1,"once-a-month","convenience",3,33.990002,3,0,1,0,0.282044356612202,1.71871214111739
"2676","cid0002676",1,"once-a-month","convenience",3,33.990002,27,49,3,0,0.0157350420722257,15.0899360733909
"2677","cid0002677",1,"once-a-month","convenience",3,33.990002,13,25,4,0,0.00638467492193651,22.1407724433288
"2678","cid0002678",0,"once-a-month","convenience",5,43.990002,4,0,3,0,0.255306188975736,16.3304119274911
"2679","cid0002679",0,"once-a-month","convenience",2,27.99,2,38,3,1,0.0896795302593294,13.4457205672761
"2680","cid0002680",1,"once-a-month","convenience",6,47.990002,8,35,5,0,0.0406794568805198,31.9779705263044
"2681","cid0002681",1,"once-a-month","healthy",2,35.990002,38,0,3,0,0.00601769357521021,13.2320276211348
"2682","cid0002682",1,"once-a-month","ethnic",6,57.990002,15,0,4,0,0.167760317199328,25.037832029969
"2683","cid0002683",1,"once-a-month","ethnic",2,32.990002,3,13,5,0,0.00197614947704174,28.1768601548355
"2684","cid0002684",1,"once-a-month","ethnic",4,47.990002,23,0,1,0,0.469862651403773,2.42106703350574
"2685","cid0002685",0,"once-a-month","convenience",4,39.990002,8,0,2,0,0.299000312692357,8.44911796705117
"2686","cid0002686",0,"once-a-month","healthy",5,57.990002,9,45,3,0,0.201357725143113,15.5277145449992
"2687","cid0002687",0,"twice-a-week","ethnic",4,239.99001,47,0,2,0,0.0539729777308311,8.01659720322706
"2688","cid0002688",0,"twice-a-week","healthy",5,289.98999,2,0,3,0,0.321208233086049,15.7289918076288
"2689","cid0002689",0,"once-a-month","convenience",2,27.99,3,0,1,0,0.526160831613173,0
"2690","cid0002690",0,"once-a-month","convenience",3,33.990002,6,12,2,0,0.26188337336211,7.50628363691803
"2691","cid0002691",0,"once-a-week","ethnic",6,204.99001,3,0,3,0,0.593563408712406,17.7390335999268
"2692","cid0002692",1,"once-a-month","convenience",3,33.990002,3,0,3,0,0.0293222331504237,15.4270662922843
"2693","cid0002693",1,"once-a-month","convenience",4,39.990002,23,3,4,0,0.0117681271007481,22.9712300338308
"2694","cid0002694",0,"once-a-month","ethnic",5,52.990002,28,0,2,1,0.234608132994539,9.15147285943951
"2695","cid0002695",1,"twice-a-week","healthy",4,259.98999,13,0,3,0,0.0550642535541405,15.6280095780163
"2696","cid0002696",0,"twice-a-week","healthy",2,182.99001,23,0,2,0,0.0763402175463721,5.66704024539098
"2697","cid0002697",0,"once-a-month","healthy",3,44.990002,11,0,4,0,0.0270870249492842,20.4119404055931
"2698","cid0002698",0,"once-a-month","convenience",2,27.99,15,48,4,0,0.0104142291203167,20.117285440959
"2699","cid0002699",0,"twice-a-week","convenience",5,222.99001,3,2,4,0,0.147421592626344,23.3015837109808
"2700","cid0002700",1,"once-a-week","convenience",2,97.989998,1,0,2,1,0.0611556496053632,8.04133272508343
"2701","cid0002701",1,"once-a-month","convenience",6,47.990002,20,4,4,0,0.0699910356931853,24.9552283412743
"2702","cid0002702",0,"twice-a-week","convenience",3,172.99001,3,33,3,0,0.138323873637406,14.5055496053155
"2703","cid0002703",0,"once-a-month","convenience",4,39.990002,2,63,5,0,0.0335011735275437,29.0959317485248
"2704","cid0002704",1,"once-a-month","convenience",4,39.990002,3,3,2,0,0.168618026304268,9.54381773174174
"2705","cid0002705",1,"once-a-month","convenience",3,33.990002,21,11,3,0,0.0183985083186659,15.1742186281142
"2706","cid0002706",1,"once-a-month","convenience",3,33.990002,2,10,5,0,0.00237960401206369,29.149467535905
"2707","cid0002707",1,"once-a-month","convenience",6,47.990002,2,0,1,0,0.637839647570824,4.64554477869402
"2708","cid0002708",1,"once-a-month","convenience",2,27.99,1,0,4,0,0.00364282311397582,21.3384090377346
"2709","cid0002709",1,"twice-a-week","convenience",4,199.99001,37,0,4,0,0.00897923636008568,22.8775183549287
"2710","cid0002710",0,"once-a-month","convenience",5,43.990002,2,50,4,0,0.144683613650241,23.2126831879823
"2711","cid0002711",1,"once-a-month","ethnic",5,52.990002,4,0,1,1,0.705652651962885,3.65889030517056
"2712","cid0002712",0,"once-a-week","healthy",6,221.99001,5,8,3,0,0.365075131422727,16.9661092683714
"2713","cid0002713",0,"once-a-month","ethnic",2,32.990002,7,27,4,0,0.0433640215125505,20.2420304070153
"2714","cid0002714",1,"once-a-month","convenience",5,43.990002,8,46,3,0,0.106347525742095,17.2986878600966
"2715","cid0002715",1,"once-a-month","ethnic",4,47.990002,44,0,3,0,0.0482328661353108,15.8344322431409
"2716","cid0002716",0,"once-a-week","convenience",2,97.989998,35,0,3,0,0.0084104270979245,13.3934443548135
"2717","cid0002717",1,"once-a-month","convenience",6,47.990002,3,14,4,0,0.105639687480302,25.1940289129905
"2718","cid0002718",1,"twice-a-week","convenience",5,222.99001,2,0,2,0,0.299540668030263,10.6317409546889
"2719","cid0002719",0,"once-a-week","convenience",3,120.99,18,29,3,0,0.046875184218792,14.6031734415705
"2720","cid0002720",0,"twice-a-week","convenience",4,199.99001,16,0,1,0,0.407764872231835,1.58551176728898
"2721","cid0002721",0,"once-a-month","healthy",5,57.990002,2,0,2,1,0.503047673787723,8.77186711659303
"2722","cid0002722",0,"once-a-month","convenience",3,33.990002,47,30,4,0,0.00167856585600762,20.6387069974754
"2723","cid0002723",0,"twice-a-week","ethnic",3,206.99001,10,0,3,0,0.181189611075895,14.4195881845635
"2724","cid0002724",1,"once-a-month","ethnic",4,47.990002,6,57,3,0,0.12188330433871,16.3682217563887
"2725","cid0002725",0,"twice-a-week","ethnic",2,168.99001,6,51,4,0,0.0511772690961241,20.3590251149216
"2726","cid0002726",0,"once-a-month","convenience",6,47.990002,15,11,3,0,0.191589980264648,17.1468224255392
"2727","cid0002727",1,"once-a-week","convenience",5,155.99001,1,0,2,0,0.295962328716449,10.9541182702062
"2728","cid0002728",1,"once-a-month","convenience",3,33.990002,54,2,4,0,0.0021619974127534,21.5648416527193
"2729","cid0002729",0,"once-a-month","ethnic",6,57.990002,27,0,3,0,0.18264619561846,16.9906255425178
"2730","cid0002730",0,"once-a-month","healthy",3,44.990002,2,0,4,0,0.0522707771794402,20.5383642376781
"2731","cid0002731",0,"once-a-month","convenience",2,27.99,53,44,3,0,0.00204290939269478,12.7293188521277
"2732","cid0002732",0,"twice-a-week","ethnic",3,206.99001,40,0,2,0,0.0648794259916807,7.14399833536338
"2733","cid0002733",0,"once-a-month","convenience",5,43.990002,10,42,3,0,0.178543233038679,16.2461293727677
"2734","cid0002734",0,"once-a-month","convenience",4,39.990002,23,52,3,0,0.0483375303831509,15.0925886558263
"2735","cid0002735",0,"twice-a-week","convenience",3,172.99001,43,0,2,0,0.0230069545067278,7.08948883157647
"2736","cid0002736",1,"once-a-week","convenience",2,97.989998,15,18,5,0,0.000647857112805315,28.4072046574793
"2737","cid0002737",0,"once-a-month","convenience",3,33.990002,1,0,5,0,0.0177581113974279,28.1390503259378
"2738","cid0002738",0,"once-a-month","convenience",4,39.990002,2,5,2,0,0.402195890974936,8.5334005217745
"2739","cid0002739",1,"once-a-month","convenience",3,33.990002,52,0,2,0,0.0288541274290564,7.88458168646022
"2740","cid0002740",1,"twice-a-week","healthy",3,224.99001,2,0,4,0,0.0100965422445429,21.6657761555516
"2741","cid0002741",0,"once-a-month","ethnic",5,52.990002,36,0,2,0,0.14305760846366,9.03909611980839
"2742","cid0002742",1,"once-a-month","convenience",5,43.990002,3,67,5,0,0.0172885733624867,31.077277473533
"2743","cid0002743",0,"twice-a-week","ethnic",3,206.99001,3,0,4,1,0.109537757252638,21.3720949073242
"2744","cid0002744",1,"once-a-week","convenience",4,139.99001,7,19,2,0,0.16148348789188,9.89890720044191
"2745","cid0002745",0,"once-a-month","ethnic",4,47.990002,11,0,1,1,0.681642034310796,1.56516784053129
"2746","cid0002746",0,"once-a-week","convenience",2,97.989998,15,37,3,0,0.037301484745724,13.6743862038913
"2747","cid0002747",0,"once-a-month","ethnic",6,57.990002,3,12,5,1,0.243850580924814,31.036109912578
"2748","cid0002748",1,"once-a-month","convenience",6,47.990002,1,0,2,0,0.425719198742515,11.5137689467314
"2749","cid0002749",1,"once-a-week","ethnic",6,204.99001,24,50,3,1,0.290267907625444,18.4685089608163
"2750","cid0002750",1,"once-a-month","convenience",3,33.990002,2,59,5,0,0.00237960401206369,29.149467535905
"2751","cid0002751",1,"once-a-week","convenience",6,170.99001,34,0,1,0,0.443197782940565,4.60731565868527
"2752","cid0002752",0,"once-a-month","healthy",5,57.990002,33,44,2,1,0.0876669252709181,8.33640725052244
"2753","cid0002753",0,"once-a-month","healthy",3,44.990002,2,20,5,0,0.0176972598043235,27.3925413132615
"2754","cid0002754",1,"twice-a-week","convenience",5,222.99001,14,18,4,0,0.0387202182253947,24.1715299964091
"2755","cid0002755",0,"once-a-month","healthy",2,35.990002,15,0,3,0,0.037959870321795,12.5306464451532
"2756","cid0002756",0,"twice-a-week","convenience",6,243.99001,3,0,4,0,0.23896121192554,24.2725122260217
"2757","cid0002757",1,"once-a-month","ethnic",4,47.990002,2,12,4,0,0.0464842622328051,23.2785872017877
"2758","cid0002758",0,"twice-a-week","convenience",4,199.99001,9,3,3,0,0.139589767700427,15.3921955656331
"2759","cid0002759",0,"once-a-month","convenience",6,47.990002,40,0,4,0,0.0168454926765658,23.6498221897754
"2760","cid0002760",1,"once-a-month","ethnic",4,47.990002,5,4,4,0,0.0430830617764349,23.2364459244261
"2761","cid0002761",0,"twice-a-week","convenience",5,222.99001,12,0,2,0,0.32696895753351,9.46680572772889
"2762","cid0002762",1,"once-a-month","convenience",5,43.990002,9,13,3,0,0.103853789389383,17.2846407676428
"2763","cid0002763",1,"once-a-month","ethnic",6,57.990002,19,18,5,0,0.0691708125132202,31.8358207357369
"2764","cid0002764",0,"once-a-month","convenience",5,43.990002,10,0,5,0,0.0375828746085137,29.9544835239346
"2765","cid0002765",0,"once-a-week","convenience",3,120.99,2,19,5,0,0.0173839635808731,28.5362810719996
"2766","cid0002766",1,"once-a-month","convenience",4,39.990002,50,0,1,0,0.155872490573867,2.02942731082547
"2767","cid0002767",1,"once-a-month","convenience",6,47.990002,8,55,2,0,0.381085716926816,11.4154392995541
"2768","cid0002768",1,"once-a-week","convenience",6,170.99001,7,61,4,0,0.100846646569337,25.5491183816906
"2769","cid0002769",0,"once-a-month","ethnic",3,40.990002,30,0,5,0,0.00466465927799986,27.7440528712002
"2770","cid0002770",1,"once-a-month","healthy",3,44.990002,18,40,4,0,0.00601442559436772,21.338075060837
"2771","cid0002771",0,"twice-a-week","convenience",2,140.99001,10,0,1,0,0.418472606775892,0
"2772","cid0002772",1,"once-a-month","convenience",4,39.990002,18,59,4,0,0.0134140428305773,23.0414654961003
"2773","cid0002773",0,"once-a-month","convenience",3,33.990002,36,19,4,0,0.00386233283528957,20.7932250144682
"2774","cid0002774",1,"once-a-month","ethnic",4,47.990002,6,0,4,0,0.0420030836879595,23.2223988319722
"2775","cid0002775",0,"once-a-month","convenience",5,43.990002,10,0,2,0,0.33896205703706,9.3919522971843
"2776","cid0002776",1,"once-a-month","convenience",5,43.990002,1,16,2,1,0.284778398805883,10.5428404316904
"2777","cid0002777",0,"once-a-week","convenience",3,120.99,2,4,5,0,0.0173839635808731,28.5362810719996
"2778","cid0002778",1,"twice-a-week","convenience",2,140.99001,21,0,2,0,0.0384977895571542,7.45206065294227
"2779","cid0002779",1,"once-a-month","convenience",2,27.99,20,56,4,0,0.00220432100631276,21.0715142811107
"2780","cid0002780",1,"once-a-month","ethnic",4,47.990002,5,0,4,0,0.0430830617764349,23.2364459244261
"2781","cid0002781",1,"once-a-month","convenience",5,43.990002,3,54,3,0,0.119620330649643,17.3689233223661
"2782","cid0002782",1,"once-a-month","convenience",4,39.990002,3,0,2,0,0.168618026304268,9.54381773174174
"2783","cid0002783",1,"twice-a-week","convenience",2,140.99001,29,0,3,0,0.00782222058354094,14.1938609888946
"2784","cid0002784",1,"once-a-month","convenience",5,43.990002,32,0,2,0,0.148952376655887,10.1073805656198
"2785","cid0002785",0,"once-a-week","convenience",3,120.99,2,0,2,1,0.3366865678069,7.97374984524932
"2786","cid0002786",0,"once-a-month","healthy",5,57.990002,13,0,3,0,0.156876305208007,15.4715261751837
"2787","cid0002787",0,"once-a-month","convenience",2,27.99,34,0,1,0,0.0953570285162582,0
"2788","cid0002788",1,"twice-a-week","healthy",5,289.98999,17,27,4,0,0.038457457156884,23.3969267988251
"2789","cid0002789",0,"twice-a-week","convenience",5,222.99001,35,19,4,0,0.0149854526574153,22.8520767524563
"2790","cid0002790",1,"once-a-month","convenience",3,33.990002,11,58,5,0,0.00187536958094159,29.02304370382
"2791","cid0002791",0,"once-a-month","convenience",2,27.99,2,40,4,0,0.0274734050401029,20.2998976428596
"2792","cid0002792",1,"once-a-month","ethnic",5,52.990002,24,0,3,0,0.154442580710689,17.0863026072596
"2793","cid0002793",0,"once-a-month","convenience",4,39.990002,27,18,2,0,0.0915182666909694,8.18222321042725
"2794","cid0002794",1,"twice-a-week","convenience",3,172.99001,33,29,4,0,0.00415269370101269,21.9627782097034
"2795","cid0002795",0,"once-a-month","ethnic",6,57.990002,3,30,4,0,0.400441871644828,24.1819328369946
"2796","cid0002796",1,"once-a-month","ethnic",3,40.990002,49,0,2,0,0.0701745945288198,7.93909119024712
"2797","cid0002797",0,"twice-a-week","healthy",5,289.98999,2,35,3,0,0.321208233086049,15.7289918076288
"2798","cid0002798",1,"twice-a-week","convenience",6,243.99001,14,0,2,0,0.366764665374741,11.4341043602832
"2799","cid0002799",1,"once-a-month","convenience",2,27.99,1,8,2,1,0.0581122912640279,7.6300548865677
"2800","cid0002800",1,"once-a-month","ethnic",6,57.990002,25,0,1,0,0.691859464018299,4.33482987867978
"2801","cid0002801",0,"once-a-month","convenience",5,43.990002,5,0,2,0,0.428459139908129,9.46218775945375
"2802","cid0002802",1,"once-a-month","convenience",5,43.990002,1,20,3,0,0.125318563882104,17.3970175072739
"2803","cid0002803",1,"once-a-week","convenience",5,155.99001,43,3,5,0,0.00639017891634266,30.9266716138931
"2804","cid0002804",0,"twice-a-week","ethnic",6,292.98999,5,9,5,0,0.234031291131485,31.1109633431226
"2805","cid0002805",1,"once-a-month","convenience",4,39.990002,13,0,2,1,0.134632912254487,9.40334680720284
"2806","cid0002806",0,"twice-a-week","convenience",4,199.99001,6,6,5,0,0.0274377106701859,29.1426909941616
"2807","cid0002807",1,"once-a-week","ethnic",5,186.99001,14,32,5,0,0.0315237395575672,31.3464055214811
"2808","cid0002808",1,"once-a-month","convenience",4,39.990002,1,60,4,0,0.0208936318366144,23.2802660678164
"2809","cid0002809",0,"once-a-month","healthy",3,44.990002,20,23,4,0,0.0138592221862528,20.2855165735081
"2810","cid0002810",0,"once-a-month","convenience",6,47.990002,17,0,2,0,0.296594891726509,10.264551165048
"2811","cid0002811",1,"once-a-month","convenience",4,39.990002,1,34,3,0,0.0632803147133451,16.426088992233
"2812","cid0002812",0,"twice-a-week","convenience",2,140.99001,53,0,3,0,0.00225257651661225,12.8322664675801
"2813","cid0002813",1,"once-a-month","convenience",6,47.990002,13,46,3,0,0.181032191942944,18.1993809128681
"2814","cid0002814",0,"once-a-month","ethnic",2,32.990002,7,4,1,1,0.65781711338948,0
"2815","cid0002815",1,"once-a-month","convenience",4,39.990002,2,41,5,0,0.00652157254800384,30.120396050946
"2816","cid0002816",1,"once-a-week","convenience",5,155.99001,3,65,4,0,0.049085117373375,24.6343782364653
"2817","cid0002817",1,"once-a-week","ethnic",4,167.99001,3,52,4,0,0.0477305870261521,23.6758179478496
"2818","cid0002818",1,"once-a-month","convenience",3,33.990002,21,0,2,0,0.0633127165737274,8.32004155253081
"2819","cid0002819",1,"once-a-month","convenience",3,33.990002,3,30,5,0,0.00231748259871333,29.1354204434511
"2820","cid0002820",0,"twice-a-week","convenience",6,243.99001,44,10,3,0,0.0280711489839772,16.8424043598288
"2821","cid0002821",1,"once-a-month","convenience",3,33.990002,23,26,4,0,0.00490492705639147,22.0003015187899
"2822","cid0002822",1,"twice-a-week","convenience",2,140.99001,1,9,3,0,0.0162941940782334,14.5871795776035
"2823","cid0002823",1,"once-a-month","convenience",6,47.990002,12,22,3,0,0.184996567359697,18.213428005322
"2824","cid0002824",1,"once-a-month","convenience",2,27.99,3,0,2,0,0.0552768060680972,7.60196070165992
"2825","cid0002825",0,"twice-a-week","convenience",5,222.99001,4,60,3,0,0.274362621704193,16.4333595429434
"2826","cid0002826",1,"once-a-month","convenience",5,43.990002,8,0,2,1,0.248526764803689,10.4445107845132
"2827","cid0002827",0,"once-a-month","convenience",3,33.990002,52,53,5,0,0.000375537595395973,27.4226486107894
"2828","cid0002828",1,"once-a-month","convenience",3,33.990002,3,0,2,0,0.098234593321077,8.57288921670083
"2829","cid0002829",1,"once-a-month","convenience",3,33.990002,3,35,2,0,0.098234593321077,8.57288921670083
"2830","cid0002830",1,"once-a-month","convenience",4,39.990002,13,2,4,0,0.0152865989965068,23.1117009583697
"2831","cid0002831",1,"twice-a-week","ethnic",5,267.98999,2,0,1,1,0.736004102565265,3.78993210553072
"2832","cid0002832",1,"once-a-week","healthy",3,156.99001,2,19,5,0,0.00270028135834663,28.8282834541984
"2833","cid0002833",1,"twice-a-week","convenience",4,199.99001,1,26,4,0,0.0229934034078328,23.3832136832688
"2834","cid0002834",1,"twice-a-week","convenience",4,199.99001,27,60,4,0,0.0116737267069924,23.0179892794676
"2835","cid0002835",1,"once-a-month","convenience",3,33.990002,5,9,4,0,0.00788144962030344,22.2531491829599
"2836","cid0002836",0,"twice-a-week","convenience",3,172.99001,11,59,5,0,0.00924256485583053,28.1015270168513
"2837","cid0002837",1,"once-a-month","convenience",5,43.990002,20,0,4,0,0.0302101177445092,23.9842998262334
"2838","cid0002838",1,"once-a-month","healthy",4,51.990002,44,0,4,0,0.0072832190634403,21.9437791720767
