customerid,urban,frequency,menu,partysize,monthlybasepayment,tenure,monthlyaddons,rating,churn
cid0007495,0,once-a-month,convenience,6,47.990002,3,0,2,0
cid0007496,0,once-a-month,convenience,4,39.990002,2,12,3,0
cid0007497,1,once-a-month,convenience,3,33.990002,1,5,4,0
cid0007498,1,once-a-month,convenience,6,47.990002,47,0,3,0
cid0007499,1,once-a-month,convenience,3,33.990002,12,0,2,0
cid0007500,1,twice-a-week,convenience,6,243.99001,17,0,2,1
cid0007501,0,twice-a-week,healthy,4,259.98999,15,0,4,0
cid0007502,0,once-a-week,convenience,6,170.99001,4,0,4,0
cid0007503,0,twice-a-week,ethnic,3,206.99001,1,55,4,1
cid0007504,0,once-a-month,convenience,2,27.99,1,22,5,0
cid0007505,0,once-a-month,convenience,4,39.990002,2,10,3,0
cid0007506,0,once-a-month,convenience,3,33.990002,10,0,1,1
cid0007507,1,twice-a-week,convenience,5,222.99001,29,0,2,1
cid0007508,0,twice-a-week,convenience,5,222.99001,38,26,4,0
cid0007509,0,once-a-month,ethnic,5,52.990002,36,27,3,1
cid0007510,0,twice-a-week,ethnic,4,239.99001,9,24,2,0
cid0007511,1,once-a-month,ethnic,3,40.990002,2,28,1,1
cid0007512,0,once-a-month,convenience,3,33.990002,25,0,2,0
cid0007513,1,twice-a-week,ethnic,3,206.99001,2,56,5,0
cid0007514,1,once-a-month,ethnic,3,40.990002,9,0,2,0
cid0007515,0,twice-a-week,healthy,6,317.98999,10,0,2,0
cid0007516,0,twice-a-week,ethnic,4,239.99001,10,11,4,0
cid0007517,1,once-a-month,ethnic,4,47.990002,46,32,4,0
cid0007518,1,once-a-month,convenience,4,39.990002,44,10,4,0
cid0007519,1,once-a-week,convenience,5,155.99001,18,55,3,0
cid0007520,1,twice-a-week,convenience,3,172.99001,16,29,2,0
cid0007521,1,once-a-month,convenience,5,43.990002,45,13,3,0
cid0007522,1,once-a-month,ethnic,4,47.990002,3,15,3,0
cid0007523,1,once-a-month,ethnic,3,40.990002,7,0,1,1
cid0007524,1,once-a-month,convenience,2,27.99,12,10,5,0
cid0007525,0,twice-a-week,convenience,2,140.99001,2,0,4,0
cid0007526,0,twice-a-week,convenience,3,172.99001,3,21,4,0
cid0007527,0,twice-a-week,convenience,5,222.99001,1,8,2,1
cid0007528,0,once-a-month,convenience,3,33.990002,7,0,1,1
cid0007529,0,once-a-week,convenience,2,97.989998,9,2,5,0
cid0007530,0,once-a-week,healthy,6,221.99001,4,32,4,0
cid0007531,1,once-a-month,convenience,3,33.990002,26,0,2,0
cid0007532,0,twice-a-week,convenience,3,172.99001,51,49,5,0
cid0007533,1,once-a-month,convenience,2,27.99,28,34,4,0
cid0007534,1,once-a-month,convenience,4,39.990002,4,6,2,0
cid0007535,0,once-a-month,convenience,6,47.990002,13,59,5,0
cid0007536,1,twice-a-week,convenience,3,172.99001,1,0,3,0
cid0007537,0,once-a-month,convenience,4,39.990002,32,0,2,0
cid0007538,0,once-a-week,convenience,6,170.99001,18,0,2,0
cid0007539,0,twice-a-week,convenience,4,199.99001,47,22,4,0
cid0007540,1,once-a-month,convenience,6,47.990002,14,0,1,0
cid0007541,1,once-a-month,healthy,3,44.990002,2,0,5,0
cid0007542,1,once-a-month,convenience,3,33.990002,51,0,4,0
cid0007543,1,once-a-month,convenience,5,43.990002,31,47,4,0
cid0007544,1,once-a-month,healthy,5,57.990002,3,46,2,0
cid0007545,1,once-a-month,ethnic,3,40.990002,29,4,3,0
cid0007546,1,once-a-month,ethnic,3,40.990002,12,49,4,0
cid0007547,0,once-a-month,convenience,5,43.990002,11,0,4,1
cid0007548,0,once-a-month,ethnic,4,47.990002,2,52,5,0
cid0007549,0,once-a-month,convenience,2,27.99,9,28,5,0
cid0007550,1,once-a-month,convenience,4,39.990002,3,6,5,0
cid0007551,0,once-a-month,convenience,4,39.990002,2,37,4,0
cid0007552,0,once-a-month,convenience,5,43.990002,3,30,4,0
cid0007553,0,twice-a-week,convenience,4,199.99001,2,0,3,0
cid0007554,0,once-a-month,convenience,5,43.990002,53,0,2,0
cid0007555,1,twice-a-week,convenience,2,140.99001,9,1,4,0
cid0007556,1,once-a-month,convenience,3,33.990002,29,0,4,0
cid0007557,0,once-a-month,ethnic,6,57.990002,42,2,3,0
cid0007558,1,twice-a-week,convenience,3,172.99001,21,0,1,0
cid0007559,0,once-a-week,convenience,4,139.99001,2,52,2,1
cid0007560,0,once-a-month,convenience,3,33.990002,1,0,2,1
cid0007561,0,once-a-month,convenience,2,27.99,26,0,1,0
cid0007562,1,once-a-month,convenience,4,39.990002,24,57,4,0
cid0007563,1,once-a-month,convenience,3,33.990002,20,0,2,0
cid0007564,1,once-a-month,convenience,3,33.990002,2,3,4,0
cid0007565,1,once-a-month,convenience,5,43.990002,18,0,1,0
cid0007566,1,twice-a-week,healthy,2,182.99001,32,0,4,0
cid0007567,0,once-a-month,ethnic,5,52.990002,25,0,1,0
cid0007568,0,once-a-month,convenience,2,27.99,5,0,3,0
cid0007569,1,once-a-month,convenience,4,39.990002,14,42,2,0
cid0007570,1,once-a-month,convenience,2,27.99,25,1,1,1
cid0007571,0,once-a-month,ethnic,5,52.990002,4,0,4,0
cid0007572,1,once-a-month,convenience,2,27.99,31,0,3,0
cid0007573,0,twice-a-week,convenience,2,140.99001,27,28,4,0
cid0007574,1,twice-a-week,ethnic,5,267.98999,12,13,4,0
cid0007575,0,twice-a-week,convenience,2,140.99001,34,0,2,0
cid0007576,0,once-a-week,convenience,5,155.99001,33,0,1,0
cid0007577,0,once-a-week,convenience,4,139.99001,2,0,2,1
cid0007578,1,once-a-month,convenience,2,27.99,10,0,4,0
cid0007579,1,once-a-month,ethnic,5,52.990002,1,5,3,0
cid0007580,0,once-a-month,convenience,3,33.990002,1,0,2,1
cid0007581,0,once-a-month,ethnic,5,52.990002,1,0,1,1
cid0007582,0,once-a-month,healthy,2,35.990002,34,0,4,0
cid0007583,1,once-a-week,ethnic,5,186.99001,3,0,2,1
cid0007584,0,once-a-month,convenience,4,39.990002,3,53,4,0
cid0007585,0,once-a-month,ethnic,5,52.990002,11,37,2,0
cid0007586,1,once-a-month,convenience,3,33.990002,4,0,2,0
cid0007587,0,twice-a-week,convenience,4,199.99001,4,13,3,0
cid0007588,0,once-a-month,convenience,5,43.990002,12,0,4,0
cid0007589,0,once-a-month,ethnic,3,40.990002,3,16,3,0
cid0007590,1,once-a-month,convenience,2,27.99,12,7,5,0
cid0007591,1,twice-a-week,convenience,4,199.99001,3,0,2,0
cid0007592,0,once-a-week,convenience,2,97.989998,3,0,1,1
cid0007593,0,once-a-month,ethnic,3,40.990002,6,0,2,1
cid0007594,1,once-a-month,ethnic,2,32.990002,2,12,4,0
cid0007595,1,once-a-month,convenience,3,33.990002,29,44,3,0
cid0007596,0,twice-a-week,healthy,4,259.98999,1,0,1,1
cid0007597,1,once-a-month,ethnic,6,57.990002,5,0,2,0
cid0007598,0,once-a-month,convenience,3,33.990002,47,42,3,0
cid0007599,1,once-a-month,ethnic,3,40.990002,11,20,3,0
cid0007600,1,once-a-month,ethnic,3,40.990002,11,0,1,0
cid0007601,0,twice-a-week,convenience,5,222.99001,3,49,4,0
cid0007602,1,once-a-week,convenience,6,170.99001,3,67,4,0
cid0007603,0,once-a-month,convenience,6,47.990002,18,26,2,1
cid0007604,1,once-a-week,convenience,4,139.99001,32,0,3,0
cid0007605,0,once-a-month,healthy,4,51.990002,16,0,1,1
cid0007606,0,once-a-week,ethnic,6,204.99001,39,54,4,0
cid0007607,0,once-a-month,convenience,4,39.990002,7,25,3,0
cid0007608,1,once-a-month,convenience,4,39.990002,21,0,4,0
cid0007609,1,twice-a-week,healthy,4,259.98999,2,32,2,0
cid0007610,1,once-a-month,convenience,2,27.99,5,0,3,0
cid0007611,1,once-a-month,convenience,5,43.990002,1,0,3,0
cid0007612,0,once-a-week,convenience,6,170.99001,24,31,2,1
cid0007613,1,twice-a-week,ethnic,5,267.98999,4,60,5,0
cid0007614,1,once-a-month,ethnic,6,57.990002,2,35,5,0
cid0007615,1,twice-a-week,convenience,5,222.99001,17,0,2,1
cid0007616,0,once-a-month,ethnic,4,47.990002,20,6,4,0
cid0007617,0,once-a-month,convenience,4,39.990002,1,51,4,0
cid0007618,0,once-a-week,convenience,4,139.99001,10,0,2,0
cid0007619,1,once-a-month,convenience,4,39.990002,7,12,2,0
cid0007620,0,twice-a-week,convenience,4,199.99001,3,0,4,0
cid0007621,1,once-a-month,convenience,4,39.990002,11,0,2,0
cid0007622,1,once-a-month,convenience,3,33.990002,11,0,2,0
cid0007623,1,once-a-month,convenience,5,43.990002,4,45,4,0
cid0007624,0,twice-a-week,ethnic,4,239.99001,6,0,2,0
cid0007625,1,once-a-month,convenience,5,43.990002,1,0,4,0
cid0007626,1,once-a-month,healthy,3,44.990002,1,0,2,1
cid0007627,1,once-a-month,convenience,3,33.990002,2,61,4,0
cid0007628,0,twice-a-week,convenience,5,222.99001,2,0,2,1
cid0007629,0,once-a-month,convenience,6,47.990002,15,24,2,1
cid0007630,1,once-a-month,healthy,4,51.990002,42,0,4,0
cid0007631,0,twice-a-week,healthy,3,224.99001,2,0,2,1
cid0007632,1,once-a-month,convenience,3,33.990002,41,49,5,0
cid0007633,1,once-a-month,convenience,5,43.990002,29,30,4,0
cid0007634,1,once-a-month,convenience,3,33.990002,5,52,5,0
cid0007635,0,once-a-month,convenience,2,27.99,19,8,4,0
cid0007636,1,once-a-month,ethnic,4,47.990002,3,0,4,0
cid0007637,1,once-a-month,convenience,4,39.990002,30,32,5,0
cid0007638,0,twice-a-week,convenience,3,172.99001,47,36,3,0
cid0007639,0,once-a-month,convenience,3,33.990002,2,7,3,0
cid0007640,1,twice-a-week,convenience,5,222.99001,3,0,2,0
cid0007641,1,once-a-month,convenience,4,39.990002,20,59,5,0
cid0007642,0,once-a-month,convenience,5,43.990002,8,0,1,0
cid0007643,0,twice-a-week,convenience,3,172.99001,36,9,4,0
cid0007644,0,twice-a-week,healthy,6,317.98999,1,0,2,1
cid0007645,1,twice-a-week,convenience,4,199.99001,33,0,5,0
cid0007646,1,once-a-week,ethnic,5,186.99001,18,47,3,1
cid0007647,1,once-a-month,convenience,3,33.990002,39,0,5,0
cid0007648,0,once-a-month,ethnic,4,47.990002,1,38,3,0
cid0007649,0,twice-a-week,convenience,4,199.99001,12,17,4,0
cid0007650,1,once-a-month,ethnic,6,57.990002,9,44,5,0
cid0007651,1,once-a-month,convenience,5,43.990002,4,43,3,0
cid0007652,0,once-a-month,healthy,3,44.990002,8,0,2,0
cid0007653,1,once-a-month,convenience,4,39.990002,47,0,1,0
cid0007654,1,once-a-month,convenience,6,47.990002,3,0,2,1
cid0007655,0,twice-a-week,healthy,5,289.98999,4,35,5,0
cid0007656,1,once-a-week,convenience,4,139.99001,2,0,2,1
cid0007657,0,once-a-month,convenience,2,27.99,3,3,3,0
cid0007658,0,once-a-month,convenience,6,47.990002,8,52,4,0
cid0007659,1,twice-a-week,convenience,4,199.99001,5,56,3,0
cid0007660,0,once-a-month,convenience,6,47.990002,3,0,3,0
cid0007661,0,once-a-week,ethnic,3,144.99001,2,0,2,0
cid0007662,0,once-a-week,convenience,3,120.99,1,26,4,0
cid0007663,1,once-a-month,convenience,5,43.990002,3,0,2,0
cid0007664,0,once-a-month,convenience,6,47.990002,4,0,3,0
cid0007665,0,once-a-month,convenience,5,43.990002,4,25,1,0
cid0007666,1,once-a-month,convenience,6,47.990002,4,0,1,0
cid0007667,1,once-a-month,convenience,3,33.990002,2,0,3,0
cid0007668,1,once-a-month,healthy,6,62.990002,31,29,3,1
cid0007669,1,once-a-week,convenience,3,120.99,2,0,2,0
cid0007670,0,twice-a-week,ethnic,6,292.98999,10,0,2,0
cid0007671,0,once-a-month,convenience,3,33.990002,32,8,3,0
cid0007672,1,twice-a-week,ethnic,5,267.98999,9,6,2,0
cid0007673,0,once-a-week,convenience,3,120.99,1,38,2,1
cid0007674,1,once-a-month,healthy,4,51.990002,38,0,4,0
cid0007675,0,once-a-month,healthy,3,44.990002,9,36,3,0
cid0007676,0,once-a-month,convenience,4,39.990002,36,8,4,0
cid0007677,0,once-a-week,convenience,6,170.99001,3,60,4,0
cid0007678,1,once-a-month,healthy,6,62.990002,10,0,1,0
cid0007679,1,twice-a-week,convenience,4,199.99001,34,0,3,0
cid0007680,0,once-a-month,convenience,3,33.990002,3,21,4,0
cid0007681,1,once-a-month,convenience,4,39.990002,5,12,2,0
cid0007682,1,once-a-month,convenience,6,47.990002,4,0,3,1
cid0007683,0,once-a-week,ethnic,3,144.99001,16,0,2,0
cid0007684,1,once-a-month,healthy,5,57.990002,11,0,2,0
cid0007685,0,twice-a-week,convenience,3,172.99001,26,0,2,0
cid0007686,1,once-a-month,convenience,6,47.990002,23,0,1,1
cid0007687,0,twice-a-week,convenience,4,199.99001,19,0,2,0
cid0007688,0,once-a-month,healthy,2,35.990002,5,43,4,0
cid0007689,1,once-a-month,convenience,2,27.99,37,0,4,0
cid0007690,0,once-a-month,convenience,5,43.990002,4,32,2,0
cid0007691,1,once-a-month,healthy,6,62.990002,10,0,2,1
cid0007692,1,once-a-month,convenience,6,47.990002,2,0,2,0
cid0007693,1,once-a-month,convenience,5,43.990002,54,0,3,0
cid0007694,1,once-a-month,healthy,6,62.990002,4,47,5,0
cid0007695,0,once-a-week,convenience,3,120.99,2,41,5,0
cid0007696,1,once-a-month,convenience,5,43.990002,4,23,3,0
cid0007697,1,once-a-month,convenience,2,27.99,1,0,3,0
cid0007698,0,once-a-month,healthy,2,35.990002,3,0,3,0
cid0007699,1,twice-a-week,ethnic,6,292.98999,34,0,1,1
cid0007700,0,once-a-week,convenience,4,139.99001,21,11,5,0
cid0007701,1,once-a-month,ethnic,4,47.990002,5,11,3,0
cid0007702,0,once-a-month,convenience,5,43.990002,13,51,4,0
cid0007703,1,once-a-month,convenience,3,33.990002,45,0,1,0
cid0007704,1,once-a-month,convenience,5,43.990002,10,57,5,0
cid0007705,0,once-a-week,ethnic,4,167.99001,5,33,2,1
cid0007706,0,once-a-month,convenience,4,39.990002,14,0,1,0
cid0007707,1,twice-a-week,convenience,3,172.99001,7,50,4,0
cid0007708,0,once-a-month,convenience,3,33.990002,41,14,3,0
cid0007709,1,once-a-week,convenience,5,155.99001,5,14,4,0
cid0007710,0,once-a-month,convenience,6,47.990002,3,6,4,0
cid0007711,0,once-a-week,convenience,5,155.99001,3,0,2,1
cid0007712,0,once-a-month,convenience,3,33.990002,25,16,3,0
cid0007713,0,twice-a-week,convenience,4,199.99001,21,0,4,0
cid0007714,0,once-a-month,ethnic,5,52.990002,28,11,5,0
cid0007715,1,once-a-month,convenience,4,39.990002,54,0,2,0
cid0007716,0,once-a-month,ethnic,3,40.990002,16,0,2,0
cid0007717,0,twice-a-week,convenience,6,243.99001,1,0,4,0
cid0007718,1,once-a-month,convenience,5,43.990002,6,0,1,0
cid0007719,1,once-a-month,ethnic,3,40.990002,4,5,3,0
cid0007720,1,once-a-week,ethnic,4,167.99001,2,0,3,0
cid0007721,1,twice-a-week,convenience,5,222.99001,8,0,2,0
cid0007722,0,once-a-month,ethnic,2,32.990002,14,24,4,0
cid0007723,1,once-a-month,convenience,3,33.990002,6,31,4,0
cid0007724,1,once-a-month,convenience,5,43.990002,6,43,3,1
cid0007725,1,once-a-month,convenience,2,27.99,14,0,3,0
cid0007726,0,once-a-month,convenience,4,39.990002,15,0,1,1
cid0007727,1,twice-a-week,healthy,3,224.99001,7,47,5,0
cid0007728,1,once-a-month,convenience,3,33.990002,46,0,1,0
cid0007729,0,once-a-month,convenience,4,39.990002,4,0,1,1
cid0007730,1,once-a-month,healthy,5,57.990002,15,63,4,0
cid0007731,1,once-a-month,convenience,3,33.990002,20,0,1,0
cid0007732,1,once-a-week,ethnic,3,144.99001,6,0,1,1
cid0007733,0,once-a-week,ethnic,3,144.99001,2,15,1,1
cid0007734,1,once-a-month,convenience,4,39.990002,4,0,2,0
cid0007735,1,once-a-week,convenience,6,170.99001,34,29,2,1
cid0007736,0,twice-a-week,ethnic,2,168.99001,8,0,4,0
cid0007737,0,once-a-month,ethnic,4,47.990002,30,3,4,0
cid0007738,0,once-a-month,convenience,2,27.99,46,44,5,0
cid0007739,1,once-a-month,ethnic,5,52.990002,1,0,1,1
cid0007740,1,once-a-week,convenience,6,170.99001,4,0,1,1
cid0007741,0,once-a-month,convenience,2,27.99,12,43,5,0
cid0007742,0,once-a-month,convenience,5,43.990002,5,0,4,0
cid0007743,1,once-a-month,convenience,6,47.990002,22,0,2,0
cid0007744,1,once-a-month,convenience,4,39.990002,3,0,1,0
cid0007745,0,twice-a-week,ethnic,3,206.99001,10,51,3,0
cid0007746,1,twice-a-week,convenience,6,243.99001,13,0,2,0
cid0007747,1,once-a-month,healthy,5,57.990002,13,0,1,0
cid0007748,0,once-a-month,ethnic,6,57.990002,9,29,3,0
cid0007749,1,once-a-week,ethnic,2,117.99,1,0,2,0
cid0007750,1,once-a-month,ethnic,5,52.990002,16,46,4,0
cid0007751,1,twice-a-week,convenience,5,222.99001,2,0,2,0
cid0007752,0,twice-a-week,convenience,2,140.99001,1,0,3,0
cid0007753,0,once-a-month,ethnic,4,47.990002,11,55,4,0
cid0007754,0,once-a-week,convenience,3,120.99,20,16,4,0
cid0007755,0,once-a-week,convenience,4,139.99001,8,18,4,0
cid0007756,0,once-a-month,convenience,5,43.990002,51,0,1,0
cid0007757,1,once-a-month,ethnic,6,57.990002,2,31,4,0
cid0007758,0,once-a-week,convenience,6,170.99001,8,63,3,1
cid0007759,1,once-a-month,convenience,5,43.990002,19,25,5,0
cid0007760,0,once-a-month,convenience,2,27.99,26,0,3,0
cid0007761,1,once-a-month,ethnic,6,57.990002,3,0,3,0
cid0007762,1,once-a-month,ethnic,3,40.990002,2,29,3,0
cid0007763,1,once-a-month,ethnic,2,32.990002,2,35,4,0
cid0007764,0,once-a-month,convenience,6,47.990002,8,56,4,0
cid0007765,0,once-a-month,convenience,3,33.990002,3,0,2,0
cid0007766,0,once-a-month,convenience,3,33.990002,1,28,4,0
cid0007767,1,once-a-month,convenience,5,43.990002,3,69,5,0
cid0007768,1,once-a-week,ethnic,5,186.99001,3,21,3,0
cid0007769,0,once-a-month,convenience,5,43.990002,11,0,1,0
cid0007770,0,once-a-month,ethnic,6,57.990002,2,15,2,1
cid0007771,1,twice-a-week,convenience,4,199.99001,3,0,5,0
cid0007772,0,once-a-month,ethnic,5,52.990002,21,32,3,0
cid0007773,0,once-a-month,ethnic,2,32.990002,5,12,4,0
cid0007774,0,once-a-month,ethnic,2,32.990002,1,0,2,1
cid0007775,1,once-a-month,convenience,5,43.990002,3,24,5,0
cid0007776,0,twice-a-week,convenience,5,222.99001,4,0,3,0
cid0007777,0,once-a-month,ethnic,4,47.990002,26,37,4,0
cid0007778,0,twice-a-week,ethnic,4,239.99001,11,0,5,0
cid0007779,0,twice-a-week,convenience,3,172.99001,18,18,5,0
cid0007780,0,twice-a-week,convenience,3,172.99001,26,0,4,0
cid0007781,1,twice-a-week,convenience,5,222.99001,4,0,3,0
cid0007782,1,once-a-month,convenience,4,39.990002,2,57,4,0
cid0007783,1,once-a-month,ethnic,4,47.990002,6,0,2,0
cid0007784,0,once-a-month,convenience,4,39.990002,2,27,2,1
cid0007785,1,once-a-month,ethnic,3,40.990002,10,31,5,0
cid0007786,0,once-a-month,convenience,2,27.99,34,0,1,0
cid0007787,1,twice-a-week,ethnic,4,239.99001,18,0,2,1
cid0007788,0,once-a-month,convenience,5,43.990002,2,23,4,0
cid0007789,0,once-a-month,convenience,2,27.99,2,43,3,0
cid0007790,0,once-a-month,convenience,2,27.99,1,0,3,1
cid0007791,1,twice-a-week,ethnic,5,267.98999,18,18,2,0
cid0007792,0,once-a-month,convenience,3,33.990002,15,0,4,0
cid0007793,1,once-a-month,ethnic,4,47.990002,3,0,4,0
cid0007794,1,twice-a-week,convenience,3,172.99001,3,27,3,0
cid0007795,0,once-a-month,healthy,4,51.990002,8,0,1,0
cid0007796,1,once-a-month,ethnic,3,40.990002,20,0,2,0
cid0007797,0,once-a-month,healthy,3,44.990002,1,12,4,0
cid0007798,0,once-a-week,convenience,2,97.989998,4,0,4,0
cid0007799,0,once-a-month,convenience,5,43.990002,1,65,5,0
cid0007800,1,twice-a-week,ethnic,6,292.98999,46,0,2,0
cid0007801,0,once-a-week,convenience,6,170.99001,6,63,5,0
cid0007802,0,once-a-month,convenience,3,33.990002,6,35,4,0
cid0007803,1,once-a-month,healthy,5,57.990002,1,0,2,0
cid0007804,0,once-a-month,convenience,3,33.990002,15,0,4,0
cid0007805,0,once-a-month,convenience,2,27.99,5,0,3,0
cid0007806,1,once-a-month,ethnic,4,47.990002,44,0,4,0
cid0007807,1,once-a-week,ethnic,5,186.99001,4,0,5,0
cid0007808,0,once-a-month,convenience,4,39.990002,4,22,4,0
cid0007809,1,once-a-month,convenience,3,33.990002,6,0,1,1
cid0007810,1,once-a-month,ethnic,5,52.990002,2,4,3,0
cid0007811,1,twice-a-week,convenience,3,172.99001,6,0,2,0
cid0007812,1,twice-a-week,ethnic,5,267.98999,4,21,2,0
cid0007813,0,once-a-month,convenience,2,27.99,2,0,1,0
cid0007814,1,twice-a-week,convenience,5,222.99001,9,5,5,0
cid0007815,0,twice-a-week,convenience,4,199.99001,10,0,1,1
cid0007816,0,once-a-month,convenience,5,43.990002,2,0,2,1
cid0007817,0,twice-a-week,convenience,2,140.99001,8,0,3,0
cid0007818,0,twice-a-week,convenience,2,140.99001,9,8,4,0
cid0007819,0,once-a-week,convenience,6,170.99001,2,0,1,1
cid0007820,0,once-a-month,convenience,2,27.99,15,11,3,0
cid0007821,0,once-a-week,ethnic,4,167.99001,6,0,3,1
cid0007822,0,once-a-month,convenience,5,43.990002,30,59,3,0
cid0007823,1,once-a-month,convenience,2,27.99,7,0,1,0
cid0007824,1,twice-a-week,ethnic,5,267.98999,1,0,4,1
cid0007825,1,once-a-month,ethnic,3,40.990002,10,0,5,0
cid0007826,0,twice-a-week,ethnic,3,206.99001,1,7,2,1
cid0007827,0,once-a-month,ethnic,4,47.990002,5,3,3,0
cid0007828,0,once-a-month,convenience,5,43.990002,14,37,2,0
cid0007829,0,once-a-month,ethnic,4,47.990002,6,0,2,0
cid0007830,1,once-a-week,ethnic,5,186.99001,2,49,4,0
cid0007831,0,once-a-month,convenience,3,33.990002,3,0,2,1
cid0007832,0,once-a-month,ethnic,4,47.990002,36,0,2,0
cid0007833,0,once-a-month,convenience,5,43.990002,4,14,2,1
cid0007834,0,once-a-week,ethnic,3,144.99001,6,33,4,0
cid0007835,0,once-a-month,convenience,5,43.990002,47,46,4,0
cid0007836,0,once-a-month,ethnic,4,47.990002,5,30,3,0
cid0007837,0,once-a-month,convenience,4,39.990002,7,8,3,0
cid0007838,1,once-a-month,ethnic,5,52.990002,10,0,2,0
cid0007839,1,once-a-week,convenience,4,139.99001,3,0,2,0
cid0007840,0,twice-a-week,convenience,3,172.99001,3,0,3,0
cid0007841,1,once-a-month,healthy,4,51.990002,4,7,3,0
cid0007842,0,once-a-week,convenience,4,139.99001,11,6,3,0
cid0007843,1,once-a-week,convenience,4,139.99001,38,59,4,0
cid0007844,1,once-a-week,ethnic,6,204.99001,12,0,4,0
cid0007845,1,once-a-month,convenience,6,47.990002,4,0,1,0
cid0007846,1,twice-a-week,ethnic,3,206.99001,2,16,5,0
cid0007847,0,once-a-month,convenience,2,27.99,33,36,5,0
cid0007848,0,twice-a-week,convenience,3,172.99001,48,0,4,0
cid0007849,1,once-a-month,convenience,6,47.990002,21,23,3,0
cid0007850,1,once-a-month,convenience,5,43.990002,2,69,5,0
cid0007851,1,twice-a-week,convenience,5,222.99001,6,0,2,1
cid0007852,0,once-a-month,convenience,5,43.990002,40,0,4,0
cid0007853,0,once-a-month,convenience,4,39.990002,7,0,2,0
cid0007854,1,once-a-week,convenience,5,155.99001,2,0,1,1
cid0007855,0,once-a-month,healthy,3,44.990002,18,0,2,0
cid0007856,1,once-a-month,ethnic,4,47.990002,32,0,1,1
cid0007857,1,once-a-month,ethnic,2,32.990002,9,3,4,0
